transaction_key,transaction_id,transaction_date,transaction_timestamp,customer_key,location_key,channel,fulfillment_type,subtotal,tax_amount,discount_amount,delivery_fee,total_amount,item_count,total_quantity,payment_method,transaction_status,source_system,created_timestamp
FT_POS_000236,TRX100236,2025-09-28,2025-09-28 20:17:40.780913,,LK_ST005,IN_STORE,IMMEDIATE,45.4,4.54,0.0,0.0,49.94,1,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000237,TRX100237,2025-09-29,2025-09-29 12:56:40.780929,,LK_ST020,IN_STORE,IMMEDIATE,623.42,59.23,31.17,0.0,651.48,5,7,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000238,TRX100238,2025-09-29,2025-09-29 15:46:40.780945,,LK_ST002,IN_STORE,IMMEDIATE,418.25,41.82,0.0,0.0,460.07,3,5,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000239,TRX100239,2025-10-14,2025-10-14 17:26:40.780963,,LK_ST006,IN_STORE,IMMEDIATE,117.85,11.78,0.0,0.0,129.63,4,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000240,TRX100240,2025-10-08,2025-10-08 05:08:40.780982,,LK_ST022,IN_STORE,IMMEDIATE,717.3,71.73,0.0,0.0,789.03,7,9,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000241,TRX100241,2025-10-03,2025-10-03 11:50:40.780997,,LK_ST011,IN_STORE,IMMEDIATE,464.31,46.43,0.0,0.0,510.74,7,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000242,TRX100242,2025-10-05,2025-10-05 22:51:40.781013,,LK_ST016,IN_STORE,IMMEDIATE,16.6,1.66,0.0,0.0,18.26,4,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000243,TRX100243,2025-10-15,2025-10-15 06:42:40.781060,,LK_ST016,IN_STORE,IMMEDIATE,21.6,1.94,2.16,0.0,21.38,4,4,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000244,TRX100244,2025-10-09,2025-10-09 13:02:40.781081,,LK_ST001,IN_STORE,IMMEDIATE,306.48,30.65,0.0,0.0,337.13,4,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000245,TRX100245,2025-10-06,2025-10-06 05:10:40.781097,,LK_ST009,IN_STORE,IMMEDIATE,490.5,49.05,0.0,0.0,539.55,6,6,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000246,TRX100246,2025-09-23,2025-09-23 19:21:40.781113,,LK_ST006,IN_STORE,IMMEDIATE,217.56,19.58,21.76,0.0,215.38,4,6,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000247,TRX100247,2025-09-18,2025-09-18 14:00:40.781129,,LK_ST016,IN_STORE,IMMEDIATE,222.2,22.22,0.0,0.0,244.42,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000248,TRX100248,2025-10-04,2025-10-04 17:52:40.781146,,LK_ST003,IN_STORE,IMMEDIATE,358.28,32.24,35.83,0.0,354.69,3,4,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000249,TRX100249,2025-10-01,2025-10-01 22:43:40.781162,,LK_ST020,IN_STORE,IMMEDIATE,472.64,47.26,0.0,0.0,519.9,6,8,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000250,TRX100250,2025-10-06,2025-10-06 09:30:40.781189,,LK_ST004,IN_STORE,IMMEDIATE,213.66,21.37,0.0,0.0,235.03,4,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000251,TRX100251,2025-10-15,2025-10-15 01:51:40.781213,,LK_ST019,IN_STORE,IMMEDIATE,150.6,14.31,7.53,0.0,157.38,2,2,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000252,TRX100252,2025-09-17,2025-09-17 13:12:40.781237,,LK_ST003,IN_STORE,IMMEDIATE,136.32,13.63,0.0,0.0,149.95,2,4,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000253,TRX100253,2025-10-04,2025-10-04 17:53:40.781253,,LK_ST019,IN_STORE,IMMEDIATE,76.0,7.22,3.8,0.0,79.42,3,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000254,TRX100254,2025-10-15,2025-10-15 04:39:40.781268,,LK_ST020,IN_STORE,IMMEDIATE,17.52,1.58,1.75,0.0,17.35,7,8,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000255,TRX100255,2025-09-27,2025-09-27 18:56:40.781284,,LK_ST007,IN_STORE,IMMEDIATE,81.38,7.73,4.07,0.0,85.04,1,2,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000256,TRX100256,2025-09-17,2025-09-17 14:41:40.781308,,LK_ST020,IN_STORE,IMMEDIATE,82.97,8.3,0.0,0.0,91.27,1,1,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000257,TRX100257,2025-09-22,2025-09-22 19:29:40.781324,,LK_ST009,IN_STORE,IMMEDIATE,439.76,41.78,21.99,0.0,459.55,7,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000258,TRX100258,2025-10-05,2025-10-05 20:28:40.781340,,LK_ST001,IN_STORE,IMMEDIATE,230.1,23.01,0.0,0.0,253.11,6,6,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000259,TRX100259,2025-10-08,2025-10-08 05:05:40.781356,,LK_ST008,IN_STORE,IMMEDIATE,430.68,43.07,0.0,0.0,473.75,6,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000260,TRX100260,2025-10-13,2025-10-13 10:55:40.781372,,LK_ST007,IN_STORE,IMMEDIATE,351.0,33.34,17.55,0.0,366.79,6,6,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000261,TRX100261,2025-10-01,2025-10-01 08:40:40.781387,,LK_ST018,IN_STORE,IMMEDIATE,99.27,9.93,0.0,0.0,109.2,1,3,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000262,TRX100262,2025-10-03,2025-10-03 11:55:40.781403,,LK_ST008,IN_STORE,IMMEDIATE,99.15,9.42,4.96,0.0,103.61,2,3,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000263,TRX100263,2025-09-30,2025-09-30 08:07:40.781419,,LK_ST001,IN_STORE,IMMEDIATE,68.51,6.51,3.43,0.0,71.59,1,1,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000264,TRX100264,2025-09-18,2025-09-18 07:00:40.781439,,LK_ST011,IN_STORE,IMMEDIATE,413.58,39.29,20.68,0.0,432.19,5,6,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000265,TRX100265,2025-10-02,2025-10-02 10:32:40.781455,,LK_ST025,IN_STORE,IMMEDIATE,318.8,31.88,0.0,0.0,350.68,4,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000266,TRX100266,2025-10-03,2025-10-03 21:16:40.781470,,LK_ST025,IN_STORE,IMMEDIATE,472.92,44.93,23.65,0.0,494.2,6,7,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000267,TRX100267,2025-10-02,2025-10-02 18:28:40.781486,,LK_ST018,IN_STORE,IMMEDIATE,61.26,6.13,0.0,0.0,67.39,2,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000268,TRX100268,2025-09-24,2025-09-24 08:13:40.781501,,LK_ST023,IN_STORE,IMMEDIATE,209.28,19.88,10.46,0.0,218.7,3,3,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000269,TRX100269,2025-09-21,2025-09-21 06:48:40.781518,,LK_ST010,IN_STORE,IMMEDIATE,170.4,17.04,0.0,0.0,187.44,3,5,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000270,TRX100270,2025-10-07,2025-10-07 05:46:40.781534,,LK_ST003,IN_STORE,IMMEDIATE,377.45,37.74,0.0,0.0,415.19,4,5,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000271,TRX100271,2025-09-23,2025-09-23 22:01:40.781549,,LK_ST007,IN_STORE,IMMEDIATE,214.32,21.43,0.0,0.0,235.75,2,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000272,TRX100272,2025-10-06,2025-10-06 22:51:40.781564,,LK_ST016,IN_STORE,IMMEDIATE,224.46,22.45,0.0,0.0,246.91,1,3,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000273,TRX100273,2025-09-23,2025-09-23 04:33:40.781580,,LK_ST016,IN_STORE,IMMEDIATE,39.21,3.92,0.0,0.0,43.13,1,1,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000274,TRX100274,2025-10-14,2025-10-14 04:05:40.781595,,LK_ST025,IN_STORE,IMMEDIATE,358.9,34.1,17.94,0.0,375.06,5,5,PAYWAVE,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000275,TRX100275,2025-09-18,2025-09-18 13:32:40.781611,,LK_ST020,IN_STORE,IMMEDIATE,267.5,26.75,0.0,0.0,294.25,5,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000276,TRX100276,2025-09-28,2025-09-28 22:39:40.781626,,LK_ST017,IN_STORE,IMMEDIATE,170.06,17.01,0.0,0.0,187.07,1,2,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000277,TRX100277,2025-10-08,2025-10-08 00:51:40.781642,,LK_ST002,IN_STORE,IMMEDIATE,172.2,17.22,0.0,0.0,189.42,3,3,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000278,TRX100278,2025-09-23,2025-09-23 02:36:40.781657,,LK_ST001,IN_STORE,IMMEDIATE,237.72,23.77,0.0,0.0,261.49,6,6,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000279,TRX100279,2025-09-22,2025-09-22 08:29:40.781673,,LK_ST016,IN_STORE,IMMEDIATE,273.2,27.32,0.0,0.0,300.52,3,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000280,TRX100280,2025-10-12,2025-10-12 07:20:40.781688,,LK_ST012,IN_STORE,IMMEDIATE,499.62,49.96,0.0,0.0,549.58,5,6,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000281,TRX100281,2025-09-25,2025-09-25 21:02:40.781704,,LK_ST005,IN_STORE,IMMEDIATE,108.96,10.9,0.0,0.0,119.86,4,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000282,TRX100282,2025-10-01,2025-10-01 02:50:40.781719,,LK_ST005,IN_STORE,IMMEDIATE,6.06,0.61,0.0,0.0,6.67,1,1,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000283,TRX100283,2025-09-27,2025-09-27 18:26:40.781735,,LK_ST023,IN_STORE,IMMEDIATE,339.65,33.97,0.0,0.0,373.62,5,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000284,TRX100284,2025-10-08,2025-10-08 08:35:40.781750,,LK_ST009,IN_STORE,IMMEDIATE,358.9,35.89,0.0,0.0,394.79,5,5,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000285,TRX100285,2025-09-29,2025-09-29 19:01:40.781766,,LK_ST009,IN_STORE,IMMEDIATE,637.6,63.76,0.0,0.0,701.36,6,8,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000286,TRX100286,2025-10-15,2025-10-15 08:47:40.781781,,LK_ST003,IN_STORE,IMMEDIATE,167.22,15.89,8.36,0.0,174.75,1,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000287,TRX100287,2025-10-04,2025-10-04 11:38:40.781797,,LK_ST019,IN_STORE,IMMEDIATE,56.1,5.33,2.8,0.0,58.63,6,6,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000288,TRX100288,2025-09-23,2025-09-23 03:21:40.781812,,LK_ST016,IN_STORE,IMMEDIATE,190.44,19.04,0.0,0.0,209.48,1,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000289,TRX100289,2025-10-04,2025-10-04 06:51:40.781828,,LK_ST016,IN_STORE,IMMEDIATE,403.9,36.35,40.39,0.0,399.86,6,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000290,TRX100290,2025-10-07,2025-10-07 02:29:40.781844,,LK_ST003,IN_STORE,IMMEDIATE,62.05,6.2,0.0,0.0,68.25,3,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000291,TRX100291,2025-10-15,2025-10-15 03:22:40.781859,,LK_ST020,IN_STORE,IMMEDIATE,39.66,3.97,0.0,0.0,43.63,4,6,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000292,TRX100292,2025-09-23,2025-09-23 10:13:40.781875,,LK_ST024,IN_STORE,IMMEDIATE,199.84,17.99,19.98,0.0,197.85,4,4,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000293,TRX100293,2025-10-08,2025-10-08 03:10:40.781890,,LK_ST022,IN_STORE,IMMEDIATE,102.24,10.22,0.0,0.0,112.46,1,3,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000294,TRX100294,2025-10-10,2025-10-10 07:14:40.781906,,LK_ST024,IN_STORE,IMMEDIATE,335.52,30.2,33.55,0.0,332.17,2,4,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000295,TRX100295,2025-09-21,2025-09-21 10:01:40.781921,,LK_ST001,IN_STORE,IMMEDIATE,175.32,17.53,0.0,0.0,192.85,7,9,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000296,TRX100296,2025-09-19,2025-09-19 20:47:40.781937,,LK_ST024,IN_STORE,IMMEDIATE,246.54,24.65,0.0,0.0,271.19,5,7,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000297,TRX100297,2025-10-10,2025-10-10 06:37:40.781953,,LK_ST020,IN_STORE,IMMEDIATE,473.7,47.37,0.0,0.0,521.07,5,6,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000298,TRX100298,2025-09-21,2025-09-21 18:19:40.781969,,LK_ST011,IN_STORE,IMMEDIATE,2.19,0.21,0.11,0.0,2.29,1,1,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000299,TRX100299,2025-10-12,2025-10-12 20:12:40.781984,,LK_ST017,IN_STORE,IMMEDIATE,273.0,27.3,0.0,0.0,300.3,6,6,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000300,TRX100300,2025-09-20,2025-09-20 07:12:40.782000,,LK_ST008,IN_STORE,IMMEDIATE,67.26,6.39,3.36,0.0,70.29,2,3,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000301,TRX100301,2025-09-30,2025-09-30 17:45:40.782015,,LK_ST004,IN_STORE,IMMEDIATE,243.55,24.36,0.0,0.0,267.91,3,5,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000302,TRX100302,2025-10-04,2025-10-04 16:27:40.782068,,LK_ST006,IN_STORE,IMMEDIATE,349.65,34.97,0.0,0.0,384.62,6,7,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000303,TRX100303,2025-10-14,2025-10-14 11:45:40.782086,,LK_ST008,IN_STORE,IMMEDIATE,328.88,32.89,0.0,0.0,361.77,6,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000304,TRX100304,2025-10-16,2025-10-16 03:58:40.782102,,LK_ST020,IN_STORE,IMMEDIATE,23.04,2.3,0.0,0.0,25.34,1,2,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000305,TRX100305,2025-10-04,2025-10-04 22:52:40.782130,,LK_ST003,IN_STORE,IMMEDIATE,13.7,1.23,1.37,0.0,13.56,1,1,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000306,TRX100306,2025-10-11,2025-10-11 12:06:40.782188,,LK_ST016,IN_STORE,IMMEDIATE,355.9,35.59,0.0,0.0,391.49,5,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000307,TRX100307,2025-10-02,2025-10-02 03:57:40.782238,,LK_ST025,IN_STORE,IMMEDIATE,83.88,7.97,4.19,0.0,87.66,1,1,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000308,TRX100308,2025-10-16,2025-10-16 19:44:40.782299,,LK_ST003,IN_STORE,IMMEDIATE,15.63,1.48,0.78,0.0,16.33,1,3,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000309,TRX100309,2025-10-05,2025-10-05 00:40:40.782347,,LK_ST025,IN_STORE,IMMEDIATE,56.94,5.69,0.0,0.0,62.63,1,3,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000310,TRX100310,2025-09-22,2025-09-22 14:43:40.782381,,LK_ST018,IN_STORE,IMMEDIATE,22.38,2.24,0.0,0.0,24.62,5,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000311,TRX100311,2025-10-14,2025-10-14 05:25:40.782411,,LK_ST014,IN_STORE,IMMEDIATE,328.72,32.87,0.0,0.0,361.59,3,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000312,TRX100312,2025-10-11,2025-10-11 06:42:40.782442,,LK_ST018,IN_STORE,IMMEDIATE,187.38,18.74,0.0,0.0,206.12,3,3,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000313,TRX100313,2025-10-04,2025-10-04 16:54:40.782472,,LK_ST002,IN_STORE,IMMEDIATE,698.31,69.83,0.0,0.0,768.14,7,9,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000314,TRX100314,2025-09-25,2025-09-25 02:15:40.782503,,LK_ST022,IN_STORE,IMMEDIATE,698.64,69.86,0.0,0.0,768.5,7,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000315,TRX100315,2025-10-06,2025-10-06 14:55:40.782538,,LK_ST003,IN_STORE,IMMEDIATE,139.86,13.99,0.0,0.0,153.85,1,3,PAYWAVE,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000316,TRX100316,2025-10-10,2025-10-10 17:49:40.782576,,LK_ST016,IN_STORE,IMMEDIATE,640.62,64.06,0.0,0.0,704.68,7,9,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000317,TRX100317,2025-10-15,2025-10-15 22:12:40.782640,,LK_ST009,IN_STORE,IMMEDIATE,240.55,24.06,0.0,0.0,264.61,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000318,TRX100318,2025-09-18,2025-09-18 23:46:40.782700,,LK_ST004,IN_STORE,IMMEDIATE,252.63,25.26,0.0,0.0,277.89,3,3,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000319,TRX100319,2025-10-15,2025-10-15 22:39:40.782759,,LK_ST001,IN_STORE,IMMEDIATE,17.68,1.77,0.0,0.0,19.45,6,8,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000320,TRX100320,2025-09-20,2025-09-20 18:44:40.782823,,LK_ST004,IN_STORE,IMMEDIATE,159.5,15.15,7.98,0.0,166.67,3,5,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000321,TRX100321,2025-10-01,2025-10-01 03:54:40.782890,,LK_ST001,IN_STORE,IMMEDIATE,191.7,19.17,0.0,0.0,210.87,3,5,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000322,TRX100322,2025-10-15,2025-10-15 11:40:40.782955,,LK_ST014,IN_STORE,IMMEDIATE,278.11,27.81,0.0,0.0,305.92,5,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000323,TRX100323,2025-10-14,2025-10-14 20:19:40.782989,,LK_ST021,IN_STORE,IMMEDIATE,598.36,56.84,29.92,0.0,625.28,7,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000324,TRX100324,2025-09-29,2025-09-29 05:15:40.783004,,LK_ST016,IN_STORE,IMMEDIATE,249.27,24.93,0.0,0.0,274.2,6,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000325,TRX100325,2025-10-09,2025-10-09 09:57:40.783020,,LK_ST020,IN_STORE,IMMEDIATE,45.55,4.56,0.0,0.0,50.11,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000326,TRX100326,2025-09-19,2025-09-19 20:55:40.783035,,LK_ST024,IN_STORE,IMMEDIATE,51.08,5.11,0.0,0.0,56.19,1,2,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000327,TRX100327,2025-10-12,2025-10-12 14:21:40.783093,,LK_ST008,IN_STORE,IMMEDIATE,60.6,6.06,0.0,0.0,66.66,4,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000328,TRX100328,2025-09-28,2025-09-28 07:35:40.783109,,LK_ST007,IN_STORE,IMMEDIATE,185.96,18.6,0.0,0.0,204.56,3,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000329,TRX100329,2025-10-13,2025-10-13 19:13:40.783124,,LK_ST003,IN_STORE,IMMEDIATE,245.96,24.6,0.0,0.0,270.56,4,4,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000330,TRX100330,2025-09-25,2025-09-25 19:15:40.783139,,LK_ST017,IN_STORE,IMMEDIATE,443.1,44.31,0.0,0.0,487.41,5,5,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000331,TRX100331,2025-09-26,2025-09-26 11:03:40.783153,,LK_ST001,IN_STORE,IMMEDIATE,537.18,53.72,0.0,0.0,590.9,5,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000332,TRX100332,2025-09-21,2025-09-21 11:26:40.783169,,LK_ST016,IN_STORE,IMMEDIATE,339.3,32.23,16.96,0.0,354.57,5,5,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000333,TRX100333,2025-09-29,2025-09-29 18:11:40.783191,,LK_ST012,IN_STORE,IMMEDIATE,196.08,18.63,9.8,0.0,204.91,4,6,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000334,TRX100334,2025-10-02,2025-10-02 23:49:40.783206,,LK_ST019,IN_STORE,IMMEDIATE,168.95,16.9,0.0,0.0,185.85,5,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000335,TRX100335,2025-09-21,2025-09-21 08:33:40.783221,,LK_ST022,IN_STORE,IMMEDIATE,74.36,7.06,3.72,0.0,77.7,1,1,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000336,TRX100336,2025-09-19,2025-09-19 00:18:40.783236,,LK_ST023,IN_STORE,IMMEDIATE,340.97,34.1,0.0,0.0,375.07,5,7,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000337,TRX100337,2025-09-19,2025-09-19 00:52:40.783251,,LK_ST022,IN_STORE,IMMEDIATE,38.04,3.8,0.0,0.0,41.84,2,3,VOUCHER,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000338,TRX100338,2025-10-11,2025-10-11 21:10:40.783266,,LK_ST014,IN_STORE,IMMEDIATE,324.87,30.86,16.24,0.0,339.49,7,7,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000339,TRX100339,2025-09-29,2025-09-29 00:27:40.783281,,LK_ST006,IN_STORE,IMMEDIATE,421.3,42.13,0.0,0.0,463.43,4,5,VOUCHER,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000340,TRX100340,2025-09-25,2025-09-25 09:39:40.783297,,LK_ST006,IN_STORE,IMMEDIATE,123.94,12.39,0.0,0.0,136.33,2,2,CARD,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000341,TRX100341,2025-10-16,2025-10-16 08:08:40.783319,,LK_ST013,IN_STORE,IMMEDIATE,355.9,35.59,0.0,0.0,391.49,5,5,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000342,TRX100342,2025-10-14,2025-10-14 22:44:40.783335,,LK_ST019,IN_STORE,IMMEDIATE,21.36,2.14,0.0,0.0,23.5,1,1,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000343,TRX100343,2025-10-10,2025-10-10 20:30:40.783350,,LK_ST022,IN_STORE,IMMEDIATE,59.49,5.65,2.97,0.0,62.17,3,3,VOUCHER,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000344,TRX100344,2025-09-19,2025-09-19 00:33:40.783366,,LK_ST008,IN_STORE,IMMEDIATE,57.47,5.46,2.87,0.0,60.06,6,7,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000345,TRX100345,2025-10-15,2025-10-15 21:11:40.783381,,LK_ST002,IN_STORE,IMMEDIATE,149.84,14.24,7.49,0.0,156.59,7,8,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000346,TRX100346,2025-09-27,2025-09-27 14:14:40.783396,,LK_ST021,IN_STORE,IMMEDIATE,537.42,51.06,26.87,0.0,561.61,6,6,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000347,TRX100347,2025-09-21,2025-09-21 09:08:40.783411,,LK_ST001,IN_STORE,IMMEDIATE,414.85,41.49,0.0,0.0,456.34,5,5,CASH,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000348,TRX100348,2025-09-17,2025-09-17 23:29:40.783426,,LK_ST015,IN_STORE,IMMEDIATE,416.4,41.64,0.0,0.0,458.04,7,8,CARD,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000349,TRX100349,2025-09-19,2025-09-19 14:38:40.783445,,LK_ST001,IN_STORE,IMMEDIATE,482.58,48.26,0.0,0.0,530.84,7,9,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000350,TRX100350,2025-10-02,2025-10-02 06:26:40.783461,,LK_ST005,IN_STORE,IMMEDIATE,148.41,14.84,0.0,0.0,163.25,1,3,CASH,VOID,POS,2025-10-17 11:24:40.861801
FT_POS_000351,TRX100351,2025-09-28,2025-09-28 06:06:40.783476,,LK_ST016,IN_STORE,IMMEDIATE,78.16,7.82,0.0,0.0,85.98,7,8,CARD,RETURN,POS,2025-10-17 11:24:40.861801
FT_POS_000352,TRX100352,2025-09-23,2025-09-23 07:22:40.783491,,LK_ST019,IN_STORE,IMMEDIATE,225.6,20.3,22.56,0.0,223.34,4,4,PAYWAVE,COMPLETED,POS,2025-10-17 11:24:40.861801
FT_POS_000353,TRX100353,2025-09-21,2025-09-21 10:27:40.783507,,LK_ST004,IN_STORE,IMMEDIATE,42.64,4.26,0.0,0.0,46.9,2,2,CASH,COMPLETED,POS,2025-10-17 11:24:40.861801
